Bait,Prey,Abundance,Reproduce,Specificity ,MIST,Virus
Capsid,Q9BRT6,0.000363856,0.679165104,0.674279107,0.622075986,DENV
Capsid,Q9NPD3,0.000316921,0.701415347,0.65999694,0.621718981,DENV
Capsid,P62081,0.009595283,0.960478372,0.497796805,0.620679232,DENV
Capsid,Q9BYG3,0.00072158,0.885295626,0.542735867,0.61927064,DENV
Capsid,Q8IWX8,3.41661E-05,0.479669156,0.790010479,0.618192911,DENV
Capsid,P62861,0.006033048,0.974911285,0.481979734,0.616430042,DENV
Capsid,Q14562,2.02113E-05,0.312973886,0.885265179,0.614143629,DENV
Capsid,Q8TBF4,0.000155218,0.628511273,0.691355337,0.614063905,DENV
Capsid,Q9Y3D5,0.000466916,0.684925241,0.654480035,0.612814808,DENV
Capsid,Q9H0A0,0.000448072,0.863155077,0.544408853,0.612453169,DENV
Capsid,Q9BZE4,0.000439559,0.824459088,0.567060355,0.611820248,DENV
Capsid,P08708,0.013199557,0.994286421,0.458432803,0.61036291,DENV
Capsid,Q14011,0.003792783,0.93387046,0.495167836,0.60940375,DENV
Capsid,Q00059,0.001226519,0.884031718,0.525391994,0.60898266,DENV
Capsid,Q13242,0.000331537,0.635524194,0.677764543,0.608785781,DENV
Capsid,Q9H7E9,0.001112579,0.912624603,0.507030099,0.608514774,DENV
Capsid,Q96PK6,0.000159111,0.789743282,0.581037422,0.607614208,DENV
Capsid,Q99729,0.004437722,0.974926079,0.466164219,0.60729275,DENV
Capsid,P05455,0.002586725,0.983147537,0.461020379,0.607090192,DENV
Capsid,Q9Y6V7,6.85463E-05,0.312798208,0.872972669,0.607079278,DENV
Capsid,P49137,5.66796E-05,0.297148683,0.876961481,0.603874618,DENV
Capsid,P18621,0.0061832,0.937762586,0.481120384,0.60295018,DENV
Capsid,P61254,0.007510033,0.968799143,0.460870112,0.602376467,DENV
Capsid,P40937,0.000224994,0.438491557,0.785347701,0.601138234,DENV
Capsid,Q8WVM0,8.39621E-05,0.302245503,0.867824157,0.600452412,DENV
Capsid,Q2KHT3,3.27231E-05,0.293408482,0.872112512,0.599799718,DENV
Capsid,Q14103,0.007184181,0.96946637,0.455049758,0.599266326,DENV
Capsid,Q8TDD1,0.000328213,0.835410455,0.533825136,0.596700244,DENV
Capsid,O75934,0.000989552,0.917257047,0.483113252,0.596493684,DENV
Capsid,Q9Y383,0.000724916,0.860860067,0.51531274,0.595087279,DENV
Capsid,P39019,0.010939863,0.976045222,0.442626002,0.594787838,DENV
Capsid,Q9BTD8,0.000204142,0.699681445,0.613663264,0.594692898,DENV
Capsid,Q9Y2Q9,0.000609489,0.858493705,0.514401548,0.593730438,DENV
Capsid,Q969P6,0.000162514,0.721814549,0.598108518,0.593569948,DENV
Capsid,P07305,0.000881183,0.856363525,0.512261449,0.591786754,DENV
Capsid,Q9NQ50,0.000274081,0.452327812,0.758741212,0.590819152,DENV
Capsid,O95232,0.000200473,0.858261448,0.508455009,0.5902269,DENV
Capsid,Q8WXX5,0.00099525,0.832491952,0.523278124,0.589720334,DENV
Capsid,Q14444,0.002213127,0.980151472,0.432436718,0.589718994,DENV
Capsid,Q9UBU9,5.93598E-05,0.727976373,0.585605913,0.58859185,DENV
Capsid,P49458,0.004735756,0.97673794,0.431818045,0.588373425,DENV
Capsid,P62851,0.007459146,0.958096865,0.44206276,0.587906407,DENV
Capsid,P32969,0.005385588,0.969881108,0.433766658,0.58713623,DENV
Capsid,O14979,0.001587203,0.952759321,0.440223032,0.584519867,DENV
Capsid,P61247,0.012917866,0.997789252,0.41088037,0.584461478,DENV
Capsid,P46781,0.008777045,0.969599367,0.425431482,0.582557887,DENV
Capsid,P78362,9.79262E-05,0.579989076,0.665214017,0.582176,DENV
Capsid,P42285,8.45379E-05,0.790206999,0.534590214,0.581295635,DENV
Capsid,P58876,0.002748312,0.310792468,0.824695212,0.5790735,DENV
Capsid,Q9Y3Y2,0.000699829,0.90821665,0.455988089,0.577845024,DENV
Capsid,O60783,0.000412462,0.796192489,0.520900942,0.575613905,DENV
Capsid,Q96QD5,3.68372E-05,0.308573053,0.820285226,0.575566095,DENV
Capsid,Q02543,0.003875517,0.970969526,0.409376687,0.573494087,DENV
Capsid,Q9NY12,0.000447899,0.743665032,0.547669949,0.572490464,DENV
Capsid,P09661,0.001249232,0.935657509,0.427424824,0.571212217,DENV
Capsid,A8MWD9,0.001574408,0.764476735,0.530869021,0.570288152,DENV
Capsid,Q9NVS2,0.000113994,4.5512E-11,1,0.57000912,DENV
Capsid,A6NF83,9.07087E-05,4.5512E-11,1,0.570007257,DENV
Capsid,P54819,8.83191E-05,4.5512E-11,1,0.570007066,DENV
Capsid,Q96GU1,7.35669E-05,4.5512E-11,1,0.570005885,DENV
Capsid,Q96EL2,6.66069E-05,4.5512E-11,1,0.570005329,DENV
Capsid,Q86TS9,6.5059E-05,4.5512E-11,1,0.570005205,DENV
Capsid,Q9UHA3,6.43618E-05,4.5512E-11,1,0.570005149,DENV
Capsid,Q8N5D6,6.1973E-05,4.5512E-11,1,0.570004958,DENV
Capsid,Q9H469,5.02969E-05,4.5512E-11,1,0.570004024,DENV
Capsid,Q96ER3,4.6416E-05,4.5512E-11,1,0.570003713,DENV
Capsid,Q9NRX2,4.43259E-05,4.5512E-11,1,0.570003546,DENV
Capsid,Q14493,4.03394E-05,4.5512E-11,1,0.570003227,DENV
Capsid,Q9BQC6,3.63393E-05,4.5512E-11,1,0.570002907,DENV
Capsid,Q15116,3.2554E-05,4.5512E-11,1,0.570002604,DENV
Capsid,Q86SE5,3.18874E-05,4.5512E-11,1,0.570002551,DENV
Capsid,Q96ME7,3.17789E-05,4.5512E-11,1,0.570002542,DENV
Capsid,Q5RKV6,3.1513E-05,4.5512E-11,1,0.570002521,DENV
Capsid,Q9H2J1,2.95243E-05,4.5512E-11,1,0.570002362,DENV
Capsid,Q8WVV4,2.43346E-05,4.5512E-11,1,0.570001947,DENV
Capsid,Q01831,2.37931E-05,4.5512E-11,1,0.570001903,DENV
Capsid,O95782,2.34522E-05,4.5512E-11,1,0.570001876,DENV
Capsid,Q8N3Y7,2.28658E-05,4.5512E-11,1,0.570001829,DENV
Capsid,Q9Y394,2.16074E-05,4.5512E-11,1,0.570001729,DENV
Capsid,O75818,2.12298E-05,4.5512E-11,1,0.570001698,DENV
Capsid,O60548,2.10903E-05,4.5512E-11,1,0.570001687,DENV
Capsid,Q8NEJ9,2.02363E-05,4.5512E-11,1,0.570001619,DENV
Capsid,P0CB38,1.97879E-05,4.5512E-11,1,0.570001583,DENV
Capsid,Q9GZS1,1.90673E-05,4.5512E-11,1,0.570001525,DENV
Capsid,Q9Y496,1.81487E-05,4.5512E-11,1,0.570001452,DENV
Capsid,Q9H3Q3,1.7946E-05,4.5512E-11,1,0.570001436,DENV
Capsid,Q8IU60,1.70895E-05,4.5512E-11,1,0.570001367,DENV
Capsid,Q9HBE1,1.70229E-05,4.5512E-11,1,0.570001362,DENV
Capsid,Q5T8I9,1.63293E-05,4.5512E-11,1,0.570001306,DENV
Capsid,Q9NP64,1.61346E-05,4.5512E-11,1,0.570001291,DENV
Capsid,Q53GS9,1.57289E-05,4.5512E-11,1,0.570001258,DENV
Capsid,Q9HCM4,1.53984E-05,4.5512E-11,1,0.570001232,DENV
Capsid,Q7L590,1.47916E-05,4.5512E-11,1,0.570001183,DENV
Capsid,O00519,1.4706E-05,4.5512E-11,1,0.570001176,DENV
Capsid,Q96GP6,1.4527E-05,4.5512E-11,1,0.570001162,DENV
Capsid,Q14585,1.39277E-05,4.5512E-11,1,0.570001114,DENV
Capsid,Q15014,1.37668E-05,4.5512E-11,1,0.570001101,DENV
Capsid,Q8IUF8,1.37438E-05,4.5512E-11,1,0.5700011,DENV
Capsid,Q9UL40,1.34905E-05,4.5512E-11,1,0.570001079,DENV
Capsid,Q6IN85,1.32291E-05,4.5512E-11,1,0.570001058,DENV
Capsid,Q7L2R6,1.25101E-05,4.5512E-11,1,0.570001001,DENV
Capsid,Q6ECI4,1.24407E-05,4.5512E-11,1,0.570000995,DENV
Capsid,Q8TED0,1.24238E-05,4.5512E-11,1,0.570000994,DENV
Capsid,Q9H0W5,1.22394E-05,4.5512E-11,1,0.570000979,DENV
Capsid,P28370,1.18439E-05,4.5512E-11,1,0.570000948,DENV
Capsid,Q6NY19,1.16351E-05,4.5512E-11,1,0.570000931,DENV
Capsid,Q5T8P6,1.11012E-05,4.5512E-11,1,0.570000888,DENV
Capsid,Q9UGN5,1.09768E-05,4.5512E-11,1,0.570000878,DENV
Capsid,Q86U38,1.04549E-05,4.5512E-11,1,0.570000836,DENV
Capsid,Q3MJ13,1.02107E-05,4.5512E-11,1,0.570000817,DENV
Capsid,Q1L5Z9,9.89393E-06,4.5512E-11,1,0.570000792,DENV
Capsid,P55265,9.79044E-06,4.5512E-11,1,0.570000783,DENV
Capsid,Q9NQZ2,9.7818E-06,4.5512E-11,1,0.570000783,DENV
Capsid,Q14004,9.42699E-06,4.5512E-11,1,0.570000754,DENV
Capsid,Q92743,8.65592E-06,4.5512E-11,1,0.570000692,DENV
Capsid,Q9H8H2,8.19374E-06,4.5512E-11,1,0.570000656,DENV
Capsid,Q3KQU3,7.82567E-06,4.5512E-11,1,0.570000626,DENV
Capsid,Q9HCH5,7.41398E-06,4.5512E-11,1,0.570000593,DENV
Capsid,A4FU69,7.26928E-06,4.5512E-11,1,0.570000582,DENV
Capsid,Q6T4R5,7.13349E-06,4.5512E-11,1,0.570000571,DENV
Capsid,Q9P217,7.09904E-06,4.5512E-11,1,0.570000568,DENV
Capsid,Q9P2K5,6.93069E-06,4.5512E-11,1,0.570000554,DENV
Capsid,O96028,6.75072E-06,4.5512E-11,1,0.57000054,DENV
Capsid,Q9UII4,6.59665E-06,4.5512E-11,1,0.570000528,DENV
Capsid,O15197,6.55769E-06,4.5512E-11,1,0.570000525,DENV
Capsid,Q8IZL8,6.49405E-06,4.5512E-11,1,0.57000052,DENV
Capsid,Q9C0E2,6.3562E-06,4.5512E-11,1,0.570000509,DENV
Capsid,P49757,6.27319E-06,4.5512E-11,1,0.570000502,DENV
Capsid,Q8NG48,6.20768E-06,4.5512E-11,1,0.570000497,DENV
Capsid,Q96NU1,6.11161E-06,4.5512E-11,1,0.570000489,DENV
Capsid,O75122,5.86079E-06,4.5512E-11,1,0.570000469,DENV
Capsid,Q4G0X9,5.58125E-06,4.5512E-11,1,0.570000447,DENV
Capsid,Q9H0V1,5.56367E-06,4.5512E-11,1,0.570000445,DENV
Capsid,Q92614,5.40651E-06,4.5512E-11,1,0.570000433,DENV
Capsid,Q8N3C0,5.01155E-06,4.5512E-11,1,0.570000401,DENV
Capsid,Q6MZW2,4.76792E-06,4.5512E-11,1,0.570000381,DENV
Capsid,Q9Y2H9,4.51686E-06,4.5512E-11,1,0.570000361,DENV
Capsid,Q8WZ74,4.25875E-06,4.5512E-11,1,0.570000341,DENV
Capsid,Q9UPY3,3.78239E-06,4.5512E-11,1,0.570000303,DENV
Capsid,O75147,3.72443E-06,4.5512E-11,1,0.570000298,DENV
Capsid,Q8WX93,3.53947E-06,4.5512E-11,1,0.570000283,DENV
Capsid,Q9P273,3.41609E-06,4.5512E-11,1,0.570000273,DENV
Capsid,O75376,3.28474E-06,4.5512E-11,1,0.570000263,DENV
Capsid,Q9P2M7,3.25558E-06,4.5512E-11,1,0.57000026,DENV
Capsid,Q63HR2,2.90819E-06,4.5512E-11,1,0.570000233,DENV
Capsid,Q8WUJ3,2.90191E-06,4.5512E-11,1,0.570000232,DENV
Capsid,Q8IZH2,2.74489E-06,4.5512E-11,1,0.57000022,DENV
Capsid,O15078,2.49983E-06,4.5512E-11,1,0.5700002,DENV
Capsid,Q8IZJ3,2.14671E-06,4.5512E-11,1,0.570000172,DENV
Capsid,O15417,1.41086E-06,4.5512E-11,1,0.570000113,DENV
Capsid,P62891,0.003385113,0.847816582,0.477087914,0.568946724,DENV
