Bait,Prey,Abundance,Reproduce,Specificity ,MIST,Virus
NS5,Q9H0U9,8.56396E-05,0.530661142,0.591950707,0.523150154,DENV
NS5,Q9H2U1,0.000370182,0.916690903,0.35436245,0.522858027,DENV
NS5,P61513,0.002102597,0.957291264,0.328564927,0.522502159,DENV
NS5,P62861,0.005580527,0.960483977,0.323257275,0.520872481,DENV
NS5,P83881,0.002354634,0.944585982,0.33201939,0.520044517,DENV
NS5,Q16630,0.000138264,0.839456664,0.396308896,0.519716964,DENV
NS5,P62280,0.00869811,0.98693329,0.301850889,0.518177507,DENV
NS5,Q9NX58,0.000589484,0.903456617,0.354219855,0.518162292,DENV
NS5,P46777,0.003678842,0.979345615,0.30510674,0.516976114,DENV
NS5,O14979,0.001343783,0.952585082,0.321804826,0.516941032,DENV
NS5,Q9Y3Y2,0.000632616,0.886750663,0.358798607,0.514928547,DENV
NS5,P61247,0.01189834,0.990765267,0.292311074,0.514337023,DENV
NS5,Q9Y2Q9,0.000575361,0.678139436,0.485598452,0.514185949,DENV
NS5,Q9NZM5,8.12475E-05,0.619672776,0.517526825,0.511882261,DENV
NS5,P62273,0.005661798,0.896711553,0.346189689,0.51163011,DENV
NS5,P84098,0.003622966,0.985553781,0.291893222,0.511612797,DENV
NS5,Q92522,0.00382488,0.954264355,0.310672088,0.511381605,DENV
NS5,Q99729,0.003389357,0.972151979,0.299672482,0.511337656,DENV
NS5,P08708,0.010723427,0.983276192,0.29132473,0.511059638,DENV
NS5,P62750,0.007195006,0.98384839,0.291036335,0.510813248,DENV
NS5,P32969,0.00503826,0.949472506,0.311772044,0.510428503,DENV
NS5,P62891,0.003560353,0.799845088,0.403672814,0.510324113,DENV
NS5,P62995,0.000322531,0.918065447,0.331507416,0.510307936,DENV
NS5,P68400,0.00028247,0.675925952,0.478774303,0.509498034,DENV
NS5,Q14103,0.005394487,0.949008774,0.30964665,0.509083221,DENV
NS5,Q13283,0.001816859,0.908039983,0.334766664,0.508776342,DENV
NS5,Q9Y3C1,0.000445046,0.706129913,0.458434904,0.508488969,DENV
NS5,Q5SSJ5,0.000495513,0.952094681,0.305884563,0.507626981,DENV
NS5,Q9H0A0,0.000374971,0.754042056,0.427443156,0.507587317,DENV
NS5,Q16629,0.002193385,0.893410042,0.341573567,0.507565919,DENV
NS5,P62081,0.007401158,0.960566282,0.292935735,0.50376366,DENV
NS5,P42285,7.3598E-05,0.740770534,0.4288864,0.503740823,DENV
NS5,P07305,0.000751099,0.855624374,0.356649965,0.502819099,DENV
NS5,Q9NY12,0.000369927,0.743937324,0.423363522,0.501724865,DENV
NS5,P06748,0.014138206,0.964381652,0.285114421,0.501179855,DENV
